Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted,Engagement Score,Source Impact Score
Brittany Parrish,Thomas Inc,Healthcare,South,Small,Email,49,25.94,20,1,278,1,0.9507093300196747,0.6447777327388191
Kathryn Powell,Henry Inc,IT,West,Large,Webinar,30,9.29,15,0,21,0,0.5297711504608056,0.6421080578786672
Brittany Richards DDS,Anderson Ltd,Education,East,Small,Email,40,21.34,10,1,343,1,0.7063270166718443,0.6447777327388191
Brandi Martin,Atkins-Ryan,Education,West,Small,Webinar,4,28.11,1,1,303,1,0.31044837941389664,0.6421080578786672
Katherine Williams MD,Dawson-Reynolds,Education,West,Large,Organic,19,14.05,18,1,252,1,0.49622035828932376,0.6340975739802719
Stephen Tyler,"Smith, Flowers and Blake",Finance,East,Small,Email,19,20.95,15,0,108,1,0.5366055710883297,0.6447777327388191
Dr. Miranda Trujillo,Walker-Harris,Finance,South,Medium,Email,30,26.25,10,0,198,1,0.653619136377757,0.6447777327388191
Xavier Sparks,"Wolf, Cummings and Walter",Finance,South,Small,Email,31,17.88,7,0,147,1,0.5462358910634773,0.6447777327388191
Jennifer White,Velazquez LLC,IT,West,Large,Email,34,15.11,11,1,126,1,0.5900383141762452,0.6447777327388191
Jennifer Gentry,Spears Inc,Finance,South,Small,Ads,26,25.62,14,1,353,1,0.6470953712333023,0.6415917503966155
Brittany Yang,Gordon-Miller,Education,West,Large,Ads,20,20.96,5,1,207,1,0.44351247799523663,0.6415917503966155
Carrie Lucas,Jenkins Ltd,IT,West,Small,Email,2,12.39,12,0,33,0,0.2408615512063788,0.6447777327388191
Valerie Diaz,Cruz-Logan,Finance,East,Medium,Email,50,3.84,4,1,202,0,0.56653204929067,0.6447777327388191
Cameron Powell,"Miller, Benitez and Warner",Healthcare,West,Large,Email,28,25.39,6,1,48,1,0.5825825825825826,0.6447777327388191
Marilyn Tanner,"Lawrence, Mitchell and Taylor",Retail,West,Medium,Email,14,12.49,14,1,72,1,0.3868696282489386,0.6447777327388191
John Schwartz,Martin-Gutierrez,Finance,North,Large,Email,34,29.16,14,0,342,0,0.7665941803872838,0.6447777327388191
Kristie Moreno,James LLC,IT,South,Small,Organic,47,17.26,8,1,101,1,0.7158537848193021,0.6340975739802719
Heather Savage,"Aguilar, Green and Mcdowell",Education,South,Medium,Webinar,36,2.79,8,1,326,1,0.4521072796934866,0.6421080578786672
David Wilson,"Spencer, Lozano and Carey",IT,North,Large,Ads,36,4.09,17,0,353,1,0.5587656622139381,0.6415917503966155
Victoria Haas,Gregory-Gonzales,Retail,West,Large,Organic,38,29.47,12,0,327,0,0.7905146525836181,0.6340975739802719
Bethany Mcconnell,West and Sons,IT,East,Large,Email,21,24.8,1,0,30,1,0.4522108315211763,0.6447777327388191
Samantha Williams,Dunn LLC,Finance,East,Small,Organic,42,28.74,19,1,303,1,0.8968623796210002,0.6340975739802719
Christine Summers,Cline Group,Healthcare,South,Large,Ads,34,28.5,16,0,333,0,0.7804701252977114,0.6415917503966155
Joe Graham,Carroll-Baker,IT,West,Small,Webinar,47,12.83,19,0,16,0,0.7838873356114735,0.6421080578786672
Rebekah Campbell,Long PLC,Healthcare,South,Large,Organic,20,15.31,7,0,123,0,0.40571606088847467,0.6340975739802719
Christopher Valdez,Walton PLC,Education,West,Large,Webinar,34,29.47,7,0,302,1,0.6973180076628352,0.6421080578786672
Donald Nelson,"Sanford, Johnson and Smith",Retail,West,Medium,Webinar,34,4.16,15,0,224,0,0.5180697939318628,0.6421080578786672
Adam Miller,Jacobs Group,Education,East,Large,Email,10,8.47,18,0,250,1,0.34524179351765555,0.6447777327388191
Anthony Welch,Johnson and Sons,Education,South,Large,Webinar,2,3.18,11,0,47,1,0.13513513513513514,0.6421080578786672
Eduardo Campbell,Stewart-Mason,Finance,South,Large,Webinar,49,11.89,7,0,225,0,0.6706016361188775,0.6421080578786672
Robert Mitchell,"Khan, Jones and Baker",Education,West,Medium,Organic,2,26.97,15,0,182,0,0.4229056642849746,0.6340975739802719
Whitney Turner,"Clark, Wilson and Edwards",Retail,North,Small,Organic,2,27.91,12,0,210,0,0.40157398778088427,0.6340975739802719
Jo Kennedy,Richardson Inc,Finance,West,Medium,Webinar,14,12.61,10,0,94,1,0.3466915191053122,0.6421080578786672
John Palmer,Watson Group,IT,North,Small,Webinar,11,1.47,9,0,170,1,0.18991405198301747,0.6421080578786672
Teresa Hoffman,Jenkins Ltd,Finance,South,Large,Ads,9,9.6,18,0,102,0,0.3465879672776225,0.6415917503966155
Miguel Vargas,"Mcneil, Meyers and Conway",Education,West,Small,Email,45,20.18,12,0,147,1,0.7668012840426633,0.6447777327388191
Laura Ross,"Cline, Nolan and Phillips",Education,North,Medium,Organic,14,17.27,10,1,72,1,0.39494667080873974,0.6340975739802719
Daniel Bean,Schultz and Sons,Retail,West,Medium,Email,7,6.9,7,0,64,1,0.18401159780470122,0.6447777327388191
Michele Morrow,Johnson-Simpson,Finance,North,Small,Webinar,5,16.26,3,1,160,1,0.2188050119084602,0.6421080578786672
Nicholas Downs,"Grant, Graham and Green",IT,South,Small,Webinar,18,28.72,9,1,233,1,0.5445790618204411,0.6421080578786672
Debra Davila,Chapman and Sons,IT,North,Small,Webinar,25,22.23,0,0,242,0,0.456663560111836,0.6421080578786672
Adam Reeves,"Ball, Petersen and Mayo",Education,West,Small,Organic,7,17.76,0,1,209,0,0.2239826032929481,0.6340975739802719
Glenn Luna,Ruiz-Walton,Retail,North,Small,Ads,26,3.32,16,0,247,0,0.43688516102309205,0.6415917503966155
Michael Evans,Cross and Sons,Healthcare,East,Medium,Email,49,27.04,20,1,132,1,0.9621000310655482,0.6447777327388191
Jose Holmes,"Orr, Carr and Martin",Retail,North,Medium,Webinar,42,4.22,4,0,2,0,0.48762555659107376,0.6421080578786672
Julia Downs,Parrish-Ellis,Healthcare,South,Medium,Organic,19,11.03,0,1,148,1,0.278554416485451,0.6340975739802719
Teresa Steele MD,Johnson Group,Finance,South,Medium,Organic,49,5.11,12,1,227,1,0.6521694107901004,0.6340975739802719
Anne Salazar,Carrillo-Hunter,Retail,East,Large,Email,28,15.96,13,0,351,0,0.5574194884539712,0.6447777327388191
Robert Ryan,Price LLC,Finance,East,Small,Email,19,6.37,5,0,96,1,0.2820751786269028,0.6447777327388191
Lisa Mathis,"Smith, Carter and Cardenas",Retail,North,Medium,Webinar,27,23.64,14,1,361,1,0.6369472921197059,0.6421080578786672
Bob Lawrence,"Roman, Dennis and Hodge",Education,South,Medium,Organic,35,22.16,7,1,157,1,0.6319768043905974,0.6340975739802719
Tiffany Hodges,Huynh-Rogers,Finance,South,Medium,Ads,33,4.92,5,1,261,0,0.41203272237754995,0.6415917503966155
Alec Aguilar,Miller LLC,Finance,North,Medium,Ads,11,20.72,4,1,36,1,0.33747540644092366,0.6415917503966155
Nicole Torres,Davis Ltd,Healthcare,North,Medium,Ads,11,13.7,12,0,235,0,0.34762348555452005,0.6415917503966155
Jillian Gilbert,Jackson PLC,IT,West,Medium,Organic,23,1.65,13,0,352,1,0.3574609091850471,0.6340975739802719
Nicholas Ferguson,Alexander Inc,Retail,East,Small,Webinar,34,20.76,3,0,126,1,0.565703634669152,0.6421080578786672
Catherine Saunders,"King, Martin and Duke",Education,South,Small,Ads,1,25.2,20,1,208,1,0.44599772185979086,0.6415917503966155
Mikayla Scott,Kidd Inc,Retail,West,Small,Webinar,43,1.4,15,1,12,1,0.5826861344102723,0.6421080578786672
Mrs. Lisa Osborne,Joseph-Mitchell,Finance,West,Medium,Ads,2,4.51,17,1,273,1,0.21103862483172825,0.6415917503966155
Emily Martin,Diaz-Edwards,IT,South,Small,Email,16,26.8,2,0,191,0,0.43150046598322456,0.6447777327388191
Marc Watkins,"Luna, Flores and Mcclain",Retail,West,Small,Webinar,39,21.32,9,0,224,1,0.6854095474785129,0.6421080578786672
Juan Carlson,Parker LLC,Finance,East,Small,Organic,2,10.76,6,0,242,0,0.16185150667909287,0.6340975739802719
Ellen Kim,"Jordan, Hudson and Johnson",Education,North,Medium,Ads,38,21.52,17,0,362,0,0.7599668634151392,0.6415917503966155
Anthony Roman,Hughes Inc,Healthcare,West,Large,Email,31,7.22,16,0,41,0,0.5290462876669773,0.6447777327388191
Autumn Roberts,"Rodriguez, Oneill and Stevenson",IT,West,Large,Ads,37,10.35,11,1,209,1,0.5718131925028477,0.6415917503966155
Linda Moreno,Norton PLC,Finance,East,Small,Webinar,10,22.34,9,1,298,1,0.3956715336025681,0.6421080578786672
Courtney Gray,Ford LLC,Finance,East,Large,Email,26,10.84,13,0,357,1,0.48369058713886304,0.6447777327388191
Sharon Hanson,Davis PLC,Healthcare,South,Medium,Email,34,2.12,20,0,302,0,0.5487211349280314,0.6447777327388191
Melvin Blackwell,Moody-Pugh,Education,East,Small,Organic,7,2.12,12,0,337,1,0.18628973801387594,0.6340975739802719
Chad Joseph DVM,Day-Woods,Education,South,Medium,Ads,47,9.6,13,1,164,1,0.6883089986538261,0.6415917503966155
Timothy Marks,Phillips and Sons,Healthcare,East,Large,Ads,49,28.49,3,0,338,0,0.8010769390079734,0.6415917503966155
David Garrett,Davenport Ltd,Healthcare,West,Large,Ads,10,5.19,6,0,167,1,0.18701460080770427,0.6415917503966155
Eugene Rodriguez,Rosario-Reynolds,IT,North,Small,Ads,18,29.64,3,0,112,1,0.49197473335404374,0.6415917503966155
Daniel Hall,"Perry, Cole and Stein",Retail,North,Medium,Organic,48,8.97,6,1,248,1,0.6196541368955162,0.6340975739802719
Amber Evans,"Smith, Smith and Lowery",IT,West,Large,Ads,15,14.59,16,0,299,1,0.4396810603707156,0.6415917503966155
Timothy Harvey,Harrell-Oliver,IT,South,Small,Ads,44,14.22,17,1,341,1,0.7465051258154706,0.6415917503966155
Brittany Allen,King PLC,IT,West,Large,Organic,29,7.49,6,1,198,1,0.40757999378689036,0.6340975739802719
Kyle Deleon,Arnold Ltd,Healthcare,West,Medium,Organic,43,19.04,7,1,71,1,0.6825100963031996,0.6340975739802719
Patrick Gonzalez,Miller-Perkins,Education,South,Large,Organic,36,1.78,12,0,121,1,0.48306927617272444,0.6340975739802719
Crystal Anderson,Smith PLC,IT,West,Medium,Organic,43,18.9,13,0,356,1,0.7431914673293983,0.6340975739802719
Anthony Young,Rosales-Barker,Retail,East,Small,Ads,26,19.1,12,0,320,0,0.5588692140416278,0.6415917503966155
Peter Davidson,Jones-Green,Retail,North,Large,Email,40,10.81,1,0,193,0,0.5040902971937454,0.6447777327388191
Julia Adkins,"Williams, Henderson and Hart",Education,West,Small,Ads,12,1.82,5,1,37,1,0.16247281764523142,0.6415917503966155
Jason Ray,Pace Group,Finance,West,Large,Webinar,7,8.75,9,1,10,1,0.22387905146525838,0.6421080578786672
Jennifer Richard,Murray-Benton,Healthcare,West,Large,Organic,33,18.87,7,1,289,1,0.5771978875427152,0.6340975739802719
John Perez,Dean-Knight,Retail,North,Small,Organic,30,8.78,18,0,34,1,0.5555555555555556,0.6340975739802719
Sara Bender,Bell-Johnson,Education,South,Large,Email,1,14.13,0,1,51,1,0.12426219322771047,0.6447777327388191
Zachary Anderson MD,"Austin, Atkinson and Weeks",IT,South,Large,Webinar,35,9.51,7,1,143,1,0.5009837423630527,0.6421080578786672
Julie Cooley,Jackson-Jones,IT,North,Large,Ads,34,7.41,0,1,350,1,0.39639639639639634,0.6415917503966155
James Cantrell,Lane and Sons,Retail,South,Small,Webinar,49,15.26,20,1,283,1,0.8401159780470125,0.6421080578786672
Gregory Boyd,Carter-Obrien,IT,West,Small,Organic,30,20.66,12,1,257,1,0.6164440302371337,0.6340975739802719
Dawn Rodriguez,"Turner, Jenkins and Shaw",IT,South,Large,Email,42,14.61,4,1,149,0,0.5952159055607331,0.6447777327388191
Mark Duffy,Leach PLC,Retail,North,Large,Webinar,1,26.31,5,1,96,0,0.302164233198716,0.6421080578786672
Samuel Davidson,"Ray, Williams and Guerrero",Education,South,Small,Email,30,22.4,18,0,174,0,0.6965931448690069,0.6447777327388191
Christopher Shaffer DDS,Clark-Armstrong,Education,West,Medium,Organic,37,7.58,6,0,55,1,0.49135342238790514,0.6340975739802719
John Turner,Lopez and Sons,IT,East,Large,Email,5,23.99,19,1,210,0,0.46453349901625757,0.6447777327388191
Mark Jackson,Powell-Wallace,Education,East,Small,Webinar,41,29.31,17,0,27,1,0.871699285492389,0.6421080578786672
Matthew Smith,Rhodes Ltd,IT,West,Small,Organic,9,4.59,0,0,345,1,0.10831521176348761,0.6340975739802719
Matthew Miranda,Bell LLC,Finance,North,Medium,Email,48,2.6,5,0,347,0,0.543336439888164,0.6447777327388191
Kathleen Williams,Johnson-Miller,Retail,South,Small,Email,38,3.56,4,0,307,1,0.4393704048876463,0.6447777327388191
Gabriel Rodriguez,"Perez, Perez and Herrera",Finance,North,Small,Ads,40,14.69,5,0,217,1,0.5856891374132753,0.6415917503966155
Jason Morris,"Garcia, Jackson and Smith",Finance,North,Small,Organic,33,12.82,14,0,77,1,0.5870353111732421,0.6340975739802719
Gregory Pacheco,"Coleman, Lawson and Padilla",IT,West,Large,Email,40,5.94,10,0,357,1,0.5468572020296157,0.6447777327388191
Regina Watson,Landry PLC,Retail,South,Small,Email,26,23.39,20,1,61,1,0.6861344102723412,0.6447777327388191
Cheryl Williams,Jackson LLC,Healthcare,West,Medium,Ads,25,25.12,12,1,32,1,0.6108522315418867,0.6415917503966155
Dean Hall,Chavez and Sons,Healthcare,East,Large,Organic,21,21.93,20,1,123,1,0.6192399295847572,0.6340975739802719
Jason Nelson,King PLC,Education,South,Large,Webinar,9,11.02,4,1,179,1,0.21631976804390596,0.6421080578786672
Timothy Johnson,Sanders-Bowers,IT,West,Large,Ads,37,14.93,19,0,146,0,0.7020813917365641,0.6415917503966155
Ryan Leonard,Miller-Bowen,Finance,North,Large,Webinar,26,6.41,10,1,157,1,0.40675157916537225,0.6421080578786672
Karen Evans,Johnson-Sanchez,Education,South,Small,Organic,39,9.02,6,1,85,1,0.5269752511131821,0.6340975739802719
Patricia Jones,Smith Inc,Healthcare,West,Large,Ads,12,1.53,7,0,221,1,0.18018018018018017,0.6415917503966155
Eric Sanchez,Miller LLC,IT,East,Medium,Webinar,19,1.19,0,1,22,0,0.17665941803872837,0.6421080578786672
Anne Ware,"Flores, Young and Jones",Education,North,Medium,Ads,21,14.98,5,1,220,0,0.3919436678057368,0.6415917503966155
Jason Espinoza,Powell Ltd,IT,North,Large,Webinar,21,3.55,4,1,299,1,0.2632287459873667,0.6421080578786672
Stephanie Hunter,Patrick Inc,IT,West,Large,Organic,27,7.18,9,0,283,1,0.4147250698974837,0.6340975739802719
Steven Nguyen,Valdez-Bishop,Retail,South,Medium,Ads,5,30.0,9,1,270,0,0.4232163197680439,0.6415917503966155
Christine Wilson,Beasley-Herrera,Retail,North,Large,Organic,5,27.81,4,0,324,1,0.3487625556591074,0.6340975739802719
Kelli Austin,"Hernandez, Lewis and Lee",Retail,West,Large,Email,40,28.03,4,1,190,0,0.7134720927824376,0.6447777327388191
Frances Nichols,Rivera-Jackson,Finance,North,Large,Organic,18,22.28,14,0,242,0,0.5296675986331159,0.6340975739802719
Kenneth Harper,Arias-Wagner,Finance,North,Large,Webinar,33,27.78,9,0,116,0,0.6901729315522419,0.6421080578786672
Elaine Flores,Barton-Liu,Retail,South,Small,Email,24,15.44,7,0,322,1,0.448482965724345,0.6447777327388191
Jonathan Sims,"Watson, Mitchell and Jordan",Finance,West,Large,Ads,46,18.37,20,0,22,1,0.8412550481515999,0.6415917503966155
Erica Mitchell,"Benson, Willis and Jones",Healthcare,East,Large,Organic,35,24.23,16,0,27,1,0.7466086776431604,0.6340975739802719
Timothy Morris,Suarez PLC,Retail,South,Medium,Organic,28,26.27,16,0,247,1,0.69524697110904,0.6340975739802719
Kellie Huerta,Shepard and Sons,IT,South,Medium,Email,29,5.14,8,1,114,1,0.40395567981774877,0.6447777327388191
Dr. Brian Jefferson,"Moore, Novak and Craig",IT,North,Medium,Email,39,20.83,18,1,22,1,0.7735321528424977,0.6447777327388191
Melissa Parker,Rodriguez-Campbell,IT,East,Small,Organic,47,3.83,4,1,252,1,0.5353629491560525,0.6340975739802719
Brian Smith,Werner-Trevino,Finance,South,Medium,Organic,35,14.07,5,1,328,1,0.527493010251631,0.6340975739802719
Dana Mckenzie,Cunningham and Sons,Retail,North,Large,Webinar,5,3.95,2,0,99,1,0.08097752925339131,0.6421080578786672
Dennis Delgado,Harris PLC,Healthcare,North,Small,Ads,49,11.4,17,1,132,1,0.7690794242518381,0.6415917503966155
Thomas Eaton,Salazar Group,IT,South,Large,Ads,48,12.42,2,1,366,1,0.6139587863725795,0.6415917503966155
Joseph May,"Smith, Barker and Bell",Finance,South,Small,Ads,27,6.61,16,0,263,0,0.4813088951019985,0.6415917503966155
Angela Williams,"Ryan, Freeman and Hudson",Education,East,Large,Organic,26,16.75,19,0,303,1,0.6070208139173656,0.6340975739802719
James Gonzalez,Hernandez Ltd,Retail,East,Small,Email,50,2.59,9,0,338,0,0.6053639846743295,0.6447777327388191
Carlos Mcpherson,Ross-Noble,Education,North,Medium,Email,18,11.23,18,1,335,1,0.456663560111836,0.6447777327388191
Dawn Martin,"Meyer, Williams and Christian",Retail,North,Small,Webinar,11,11.98,1,1,331,1,0.21590556073314693,0.6421080578786672
Justin Castro,Brown Inc,Education,West,Small,Webinar,33,15.83,2,1,149,0,0.49394221808014904,0.6421080578786672
Theresa Strickland,Fischer-Martinez,Retail,South,Medium,Email,18,26.96,9,1,35,1,0.5263539401470436,0.6447777327388191
Mark Henderson,Moore Ltd,Healthcare,West,Small,Organic,38,21.53,12,0,205,1,0.7082945013979497,0.6340975739802719
Peter Wilkerson,Cabrera-Walters,IT,North,Medium,Organic,5,7.95,16,1,331,0,0.267370819094957,0.6340975739802719
Nicole Henry,"Murray, Harmon and Lloyd",Education,South,Medium,Organic,12,12.79,12,1,306,1,0.34855545200372784,0.6340975739802719
Rebecca Rivera,"Gray, Johnson and Silva",Retail,West,Medium,Webinar,36,26.01,20,0,195,0,0.8168168168168168,0.6421080578786672
Jonathan Owens,Hicks Inc,Education,North,Small,Ads,29,4.94,14,1,84,1,0.4640157398778088,0.6415917503966155
Joe Sims,Schmidt Ltd,Education,East,Medium,Ads,35,7.32,17,0,361,1,0.5818577197887542,0.6415917503966155
Carmen Little,Thomas-Green,Education,East,Medium,Webinar,1,14.81,4,0,215,0,0.1727244485865176,0.6421080578786672
Megan Franklin,Adams-Spencer,Education,West,Large,Email,40,25.63,15,1,147,1,0.80252666459563,0.6447777327388191
Lisa Moss DDS,"Garcia, Cummings and Johnson",Retail,West,Medium,Ads,27,24.53,14,0,294,0,0.6461634047840944,0.6415917503966155
Matthew Kirk,"Hurst, Galvan and Padilla",IT,East,Large,Email,21,20.18,2,0,27,1,0.4147250698974837,0.6447777327388191
Tamara Miller,"Young, Wilson and Herrera",IT,West,Small,Organic,35,6.15,8,1,140,1,0.4765455110282696,0.6340975739802719
Aaron Ward,"Gregory, Douglas and Garner",IT,North,Small,Ads,33,21.07,8,1,259,1,0.6103344724034379,0.6415917503966155
Jessica Parker,Lane LLC,IT,West,Small,Ads,27,3.62,3,0,299,1,0.31572952262607434,0.6415917503966155
Angela Gonzalez,"Ingram, Cline and Stuart",IT,North,Medium,Webinar,15,1.15,2,1,241,1,0.1555348451900176,0.6421080578786672
Ryan Yang,"Hebert, Carter and Diaz",IT,North,Small,Organic,26,22.48,11,0,29,0,0.5835145490317905,0.6340975739802719
Michelle Mcdonald,Lozano-Goodman,Retail,North,Large,Organic,50,2.79,0,1,276,1,0.5142383763073418,0.6340975739802719
Jonathan Watts,Perkins-Young,Retail,North,Small,Ads,17,6.88,18,1,342,1,0.4012633322978151,0.6415917503966155
David Blake,Ruiz-Bowman,Retail,West,Small,Webinar,5,7.97,18,1,57,0,0.2882882882882883,0.6421080578786672
Jennifer Gonzales,Potter Inc,Finance,South,Large,Email,11,14.47,10,0,255,1,0.3348866107486797,0.6447777327388191
Mariah Burton,Mcclain Group,IT,South,Medium,Ads,45,12.85,8,1,150,1,0.6494770632701666,0.6415917503966155
Cheryl Porter,Coleman-Clark,Education,East,Medium,Organic,18,2.57,1,0,306,0,0.1909495702599151,0.6340975739802719
Andre Smith,"Lee, Edwards and Bender",Finance,North,Small,Email,12,22.73,15,1,297,1,0.4825515170342757,0.6447777327388191
David Patterson,Wheeler-Reed,IT,South,Medium,Email,3,11.3,10,0,18,0,0.21921921921921922,0.6447777327388191
Mario Martin,"Jones, Clark and Garcia",IT,North,Medium,Webinar,17,23.32,20,1,149,1,0.5922129025577301,0.6421080578786672
Julia Mason,"Hunt, Jackson and Perry",Retail,East,Large,Ads,25,24.37,17,0,232,1,0.6548617583100342,0.6415917503966155
Brittany Knight,Hughes Group,Education,East,Medium,Organic,40,24.4,13,1,307,1,0.7690794242518381,0.6340975739802719
Barry White,Huynh Ltd,IT,East,Medium,Email,46,10.95,0,0,291,0,0.5573159366262814,0.6447777327388191
Richard Cruz,Reed LLC,Healthcare,West,Medium,Webinar,34,6.04,8,0,8,1,0.4650512581547064,0.6421080578786672
Christopher Carr,"Lambert, Miller and Lindsey",Healthcare,West,Large,Webinar,2,23.77,20,1,262,0,0.44154499326913116,0.6421080578786672
Nicholas Miller,Garcia-West,IT,North,Small,Ads,11,13.61,16,0,353,0,0.3881122501812157,0.6415917503966155
Jennifer Glenn,Fleming-Harris,IT,West,Small,Organic,49,22.37,2,0,116,1,0.7273480376928653,0.6340975739802719
David Clark,French Group,Education,North,Small,Webinar,23,9.39,14,0,26,0,0.4479652065858962,0.6421080578786672
John Fletcher Jr.,"Williams, Walker and Ramirez",Finance,South,Large,Ads,8,11.51,20,1,47,1,0.3767215491353422,0.6415917503966155
Diana Santos,Benitez Group,Retail,West,Medium,Webinar,41,8.34,2,1,77,1,0.4992233612923268,0.6421080578786672
Shelia Meza,"Knight, Bailey and King",Finance,South,Medium,Email,38,27.87,4,1,302,1,0.6911048980014497,0.6447777327388191
