Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted
Sydney Lawrence MD,Garcia-Jones,Education,West,Small,Email,12,7.07,12,0,344,1
Kathy Baxter,"Moran, Singh and Douglas",IT,East,Large,Ads,9,22.78,6,1,268,1
Kristen Larson,Stevens PLC,Retail,East,Medium,Ads,45,27.06,20,1,194,1
Jeffrey Ferrell,Hanson Group,Healthcare,West,Small,Webinar,48,15.9,13,1,7,1
Michael Cunningham,"Nguyen, Collins and Stewart",Retail,East,Large,Ads,1,23.74,5,1,223,1
Krista Dean,Campbell-Ortega,Finance,South,Large,Webinar,6,29.28,20,1,310,0
Anthony Knight,Meyer-Johnson,IT,East,Small,Webinar,34,5.78,2,1,221,0
Paul Flores,Burch-King,Finance,South,Large,Organic,28,28.76,13,1,132,1
Robin Jordan,Dunn-Jackson,Finance,South,Medium,Webinar,13,4.94,6,0,88,1
Kristi Bates,Chen-Carrillo,Healthcare,South,Large,Email,37,16.33,13,1,333,1
Sheila Reeves,"Burnett, Zavala and Massey",IT,East,Large,Organic,5,7.54,7,1,240,0
Daniel Barrera,Kelley-Quinn,Finance,North,Small,Email,11,23.13,12,0,348,0
Samuel Hernandez,Sparks-Patrick,Finance,West,Small,Organic,5,25.55,11,0,213,0
Christine Morris,"Drake, White and Cervantes",Finance,North,Large,Webinar,14,2.41,2,0,338,0
Bonnie Miller,"Oconnor, Garcia and Chan",Healthcare,North,Medium,Ads,10,13.65,20,1,56,0
Michael Hays,"Morales, Carlson and Horn",Healthcare,North,Medium,Email,25,25.07,4,0,314,0
George Turner,Nash-Bennett,IT,South,Large,Email,26,27.05,7,1,179,1
Angela Williams,"Howe, Washington and Bailey",Education,East,Large,Organic,48,7.1,14,1,319,1
Kim Reed,"Walker, Williams and Murray",Retail,South,Small,Email,32,8.25,2,1,327,1
Dr. Brianna Hill MD,Graves Inc,Healthcare,South,Large,Ads,49,3.77,15,0,7,1
Anna Woods,Barber-Jordan,Education,East,Large,Organic,13,23.95,4,0,132,1
Kevin Gonzalez,"Perry, Kennedy and Davis",Finance,South,Medium,Webinar,26,6.04,5,0,264,1
John Phelps DDS,Baker-Flores,Healthcare,South,Large,Webinar,26,25.13,11,1,178,1
Brittany Delgado,"Meyer, Acosta and Berry",Finance,South,Medium,Ads,24,21.08,5,0,260,0
Todd Jackson,Riddle-Anderson,Finance,North,Small,Email,16,8.57,13,1,14,1
Bethany Johnson,Gibbs LLC,IT,South,Small,Email,6,26.41,16,1,360,1
Crystal Davis,Thomas and Sons,IT,East,Small,Webinar,23,12.83,15,0,259,0
Ernest White,"Barry, Velasquez and Edwards",IT,South,Large,Ads,9,4.67,12,0,83,1
Debra Jones,"Harper, Mills and Contreras",Education,West,Large,Organic,32,2.48,10,1,144,1
Allen Young,"Mcbride, Reed and Marshall",Healthcare,West,Large,Ads,40,9.17,14,0,66,0
Jessica Nguyen,"Schwartz, Nelson and Shaw",Healthcare,North,Small,Ads,17,24.06,1,1,292,1
Jordan Williams,Johnson-Sanchez,Retail,West,Medium,Email,28,7.54,10,0,44,0
Carolyn Sandoval,Cooper LLC,Education,East,Large,Email,45,25.6,5,1,299,1
Patrick Lewis,Kramer-Tucker,IT,West,Small,Webinar,13,23.03,12,0,227,1
Kerri Small,Jackson Inc,Education,East,Medium,Ads,44,4.44,13,0,86,0
Jose Velez,"Strong, Terry and Massey",Education,West,Medium,Organic,22,4.38,7,1,123,1
Melinda Clark,Wilson and Sons,Healthcare,West,Large,Organic,46,4.35,9,0,321,1
Andrea Turner,"Nolan, Cortez and Boyd",Finance,East,Small,Email,9,27.49,13,0,80,0
Angela Martinez,Boone Inc,Education,East,Small,Organic,20,6.53,11,0,263,1
Adam Martinez,"Stewart, Martin and Robinson",IT,East,Medium,Organic,10,6.16,1,0,62,0
Harold Pineda,"George, Lee and Miller",Education,South,Large,Organic,17,3.98,9,0,13,1
Steven Pearson,Vega-Adams,Healthcare,East,Medium,Webinar,20,1.94,17,0,75,1
Jennifer Lopez,Price-Glenn,Education,East,Medium,Ads,12,27.89,7,0,206,1
Tina Ray,Chan-Williams,Retail,East,Medium,Webinar,6,3.97,20,1,268,0
Rachael Norris,Acevedo-Blackburn,Finance,East,Large,Email,42,28.36,9,0,181,1
Richard Chavez,Norris-Pena,Education,South,Small,Ads,29,10.16,4,1,8,0
Donald Mcpherson,Huynh Ltd,IT,South,Small,Email,8,16.85,17,1,215,0
Richard Russell,"Dixon, Russell and Hayes",Retail,East,Medium,Email,22,5.61,19,1,104,1
Stephen Caldwell MD,Williams-Perez,IT,South,Large,Ads,36,4.79,10,1,52,1
Frances Hooper,Rojas and Sons,Finance,South,Large,Webinar,7,18.06,20,0,186,0
Hayley Nguyen,Williams-Miller,Finance,East,Medium,Ads,29,25.22,15,0,249,1
Mary Patterson,Wright-Montoya,Education,South,Medium,Organic,41,3.53,17,0,262,0
Tina Henry,"Lewis, Elliott and Robbins",IT,West,Medium,Ads,22,29.61,19,0,55,0
Kristen Wilson,Bush-Acosta,IT,West,Small,Webinar,9,13.12,12,1,102,1
Joseph Fleming,Espinoza-Price,IT,South,Large,Organic,33,9.49,3,1,302,0
Kaitlyn Hunter,"Charles, Flynn and Conway",IT,North,Medium,Webinar,37,18.7,13,0,165,1
Jesus Hernandez,Long-Harris,IT,North,Small,Webinar,33,6.55,4,1,313,0
Bradley Miller,Rocha PLC,Education,South,Medium,Organic,4,27.79,9,1,138,0
Carol Richardson,Lewis LLC,Finance,North,Medium,Webinar,39,23.52,4,0,170,1
Jocelyn Barnes,"Bryant, Martinez and Williams",Education,North,Medium,Ads,4,11.77,2,1,285,0
Alexander Elliott,"Diaz, Cohen and Ruiz",Healthcare,East,Small,Webinar,47,3.01,18,1,307,1
Trevor Nichols,Lopez-Moss,Healthcare,North,Large,Organic,8,21.27,6,0,129,0
Julie Williams,"Myers, Anderson and Wallace",Healthcare,North,Large,Organic,20,29.74,14,0,11,0
Jane Sellers,Miller LLC,Education,East,Small,Email,50,27.69,13,0,332,1
Lucas Wilson,"Morris, Skinner and Bennett",Retail,West,Small,Email,43,8.74,11,1,71,1
Laura Lawson,"Baker, Ellis and Howard",Education,East,Large,Organic,49,9.32,11,0,252,0
Carla Chapman,"Salas, Richardson and Hill",Education,West,Large,Email,21,23.84,5,0,316,0
Mark Branch,Hughes LLC,IT,West,Large,Webinar,12,27.78,8,0,198,1
Tara Williams,Clark-Hansen,Healthcare,East,Medium,Email,38,23.98,0,1,44,0
Edward Porter,"Ellis, Rodriguez and Fritz",IT,West,Small,Organic,44,19.04,10,1,272,1
Daniel Young,Garcia-Garcia,Retail,South,Medium,Ads,26,29.92,9,0,193,0
Leroy Roth,Anthony-Chavez,Healthcare,East,Large,Organic,14,1.68,20,1,201,1
Tanya Young,"Ferguson, Hernandez and Nelson",Finance,East,Small,Organic,28,22.34,1,1,102,0
Megan Brown,Jones-Hill,Healthcare,West,Large,Ads,50,11.69,4,1,77,1
Meredith Ibarra,Mcmahon Inc,Retail,West,Small,Email,32,21.36,19,0,233,0
Erik Lee,Barton-Williams,Retail,East,Small,Webinar,28,6.66,5,0,120,1
Taylor Marshall,"Buck, Brewer and Pacheco",Healthcare,West,Small,Organic,18,12.76,15,0,219,0
Emily Griffin,"Banks, Sharp and Clark",Retail,North,Medium,Ads,8,16.9,14,1,167,0
Eric Ortiz,"Fernandez, Brown and Smith",Healthcare,West,Large,Webinar,29,15.21,3,0,193,0
Dr. Brian Young,Fisher-George,Healthcare,North,Large,Ads,15,27.83,20,0,224,1
Robert Schwartz,"Madden, Sanchez and Jones",Finance,South,Medium,Webinar,38,24.14,7,0,124,0
Melissa Bond,Calderon-Spencer,Retail,West,Small,Webinar,37,28.65,5,0,59,1
Lori Hanson,"Christian, Kennedy and Rogers",Finance,West,Medium,Webinar,26,19.94,5,1,192,0
Charles Dawson,Stephenson-Lee,Finance,North,Medium,Webinar,12,22.27,13,0,98,1
Jillian Brown,Burns-Mason,IT,East,Large,Ads,18,14.53,16,0,350,0
Alex Jensen,Smith-Rodriguez,IT,East,Medium,Webinar,32,17.75,3,0,317,0
Sarah Jones,"Lang, Dunn and Mendez",Healthcare,North,Large,Ads,39,28.31,11,0,85,1
Tiffany Johnson,Eaton-Rice,Education,East,Small,Ads,33,26.76,16,0,13,0
Sarah Simpson,Miller Group,Education,North,Large,Webinar,6,20.47,5,0,41,0
James Gardner,"Brown, Phillips and Solis",Education,East,Medium,Ads,44,15.61,17,1,134,1
Emily Bradley,"Escobar, Horton and Walker",IT,West,Medium,Webinar,49,16.06,10,1,260,1
Jennifer Graham,Tyler-Crosby,Education,West,Large,Webinar,49,25.23,9,1,83,1
Brian Jefferson,Zamora Inc,IT,East,Small,Ads,42,24.44,18,1,274,1
Tracy Murphy,Thomas Inc,IT,East,Medium,Webinar,11,13.89,16,0,361,1
Heather Morris,"Lopez, Vasquez and Day",Retail,West,Small,Webinar,37,10.4,19,0,83,0
Justin Simmons,Johnson-Smith,IT,West,Small,Ads,1,13.32,15,0,257,0
Melissa Martinez,"Sims, Andrews and Mueller",Healthcare,North,Small,Email,23,5.48,2,1,138,0
Margaret Hill,"Gonzales, Estrada and Ashley",IT,North,Small,Ads,25,6.71,16,0,142,1
Thomas Bonilla,Johnston PLC,Retail,North,Medium,Ads,38,9.01,16,1,94,1
Angela Harris,Mack-Jackson,Education,West,Large,Organic,38,23.41,14,1,151,1
Shelley Wang,Smith-Pitts,Retail,West,Large,Webinar,9,16.56,10,0,365,1
Alexander Green,Ross-Thompson,Education,South,Large,Ads,37,20.88,17,0,5,1
Megan Miller,Brooks and Sons,Education,West,Small,Email,16,28.91,15,0,85,1
Ryan Bowers,Walters PLC,Education,East,Medium,Email,36,14.43,11,0,261,0
Maria Reyes,Park Group,IT,North,Large,Ads,49,3.26,10,0,348,1
Raymond Smith,Vargas-Hubbard,Finance,West,Small,Email,20,24.65,0,1,97,1
Kimberly Meyer,Thomas-Lewis,Education,North,Small,Webinar,2,23.56,0,1,11,1
David Becker,Higgins-Weber,Finance,West,Medium,Ads,23,5.43,8,0,56,0
Terri Cherry,"Grimes, Daniels and Jefferson",Healthcare,North,Large,Ads,6,2.16,1,1,55,0
Jessica Santiago,"Mosley, Simpson and Martinez",Finance,South,Small,Email,23,8.15,13,0,135,1
Mrs. Heidi King,"Mendoza, Morgan and Taylor",Retail,North,Medium,Ads,1,9.44,15,0,278,0
Wendy Edwards,"Mcgee, Torres and Harrison",Healthcare,West,Small,Email,17,29.47,12,1,89,1
Dr. Susan Miller,Lamb-Gibson,Healthcare,West,Large,Ads,31,15.67,13,0,174,1
April Holt,Leonard-Chapman,IT,North,Large,Webinar,36,25.65,3,0,284,0
Kathleen Matthews,Parrish-Villanueva,Healthcare,North,Medium,Ads,28,21.46,5,0,32,0
Allen Smith,Harper-Rhodes,IT,South,Medium,Ads,14,23.6,12,0,69,0
Bryan Chandler,Brown-Lewis,Retail,North,Small,Ads,8,12.52,5,1,302,1
Brandon Mcdonald,Mcconnell LLC,Healthcare,North,Large,Organic,29,4.78,6,0,207,1
Logan Bates,"Dougherty, Harris and Bridges",Retail,North,Large,Webinar,35,5.28,10,1,172,1
Katherine Silva,"Barnes, Stewart and Schultz",Healthcare,West,Small,Ads,33,11.78,9,1,251,1
William Mason,"Gonzalez, Hancock and Morrow",Finance,East,Medium,Webinar,48,7.37,13,0,26,0
Mark Mckenzie,"Gonzalez, Barrett and Gonzalez",Healthcare,West,Medium,Webinar,48,16.39,16,1,306,1
Caitlyn Hickman,Hensley-Clarke,Healthcare,East,Large,Webinar,27,18.23,3,1,279,1
Kathy Jones,"Rodriguez, Deleon and Ford",Retail,East,Medium,Webinar,34,29.34,14,1,35,1
Sarah Hayes,Franco-Mills,Education,South,Large,Email,41,19.51,15,1,189,1
Michael Martin,"Hess, Taylor and Hansen",Finance,South,Medium,Email,5,18.36,20,1,354,1
Leslie Rubio,George Inc,Education,South,Medium,Organic,7,9.71,4,0,183,1
Scott Lewis,Walker LLC,Finance,West,Large,Webinar,36,22.08,19,0,40,0
Amanda Mack,"Cabrera, Roberts and Torres",IT,North,Large,Organic,47,20.2,16,1,316,1
Erica Ramos,Campbell-Hudson,Healthcare,West,Medium,Email,6,2.94,7,1,34,1
Seth Bowman,"Rodriguez, Pierce and Clark",Healthcare,East,Medium,Webinar,19,4.18,14,1,89,1
Nancy Wells,"Calhoun, Lewis and Tucker",IT,North,Small,Ads,1,14.92,10,1,174,1
Jessica Gonzalez,"James, Jones and Strickland",IT,East,Large,Email,15,24.79,3,0,147,0
Douglas Wilson,White-Howell,Retail,East,Small,Organic,36,20.93,1,1,13,0
Billy Nelson,Garcia-Farmer,Healthcare,South,Medium,Webinar,50,17.2,20,1,213,1
Elizabeth Thornton,Clark-Martin,IT,East,Medium,Email,1,5.57,9,0,28,0
Gary Nelson,"Brown, Velasquez and Orr",IT,West,Large,Ads,33,7.63,16,0,282,1
Francisco Simpson,Phillips Ltd,Retail,North,Small,Webinar,22,15.57,10,1,361,1
Victoria Jones,Jacobs-Jordan,Education,North,Small,Ads,2,18.57,11,0,307,0
Zachary Beck,Orozco-Poole,Education,South,Large,Organic,20,6.66,19,1,364,1
Benjamin King,Rodgers and Sons,IT,South,Medium,Organic,12,15.13,8,0,72,0
William Vargas,Porter-Whitaker,Finance,South,Medium,Webinar,11,21.96,20,1,39,1
Jennifer Norman,Knight LLC,Retail,North,Small,Ads,28,13.58,4,1,218,1
Samantha Mullins,"Morales, Johnson and Pena",Retail,West,Large,Email,19,8.65,1,0,270,1
Miguel Richard,Kennedy-Tucker,Retail,North,Large,Ads,11,14.7,0,0,26,1
Mariah Green,Garcia Inc,Education,South,Medium,Organic,13,21.55,11,0,282,0
Kyle Harris,"Torres, Jacobs and Williams",Finance,West,Small,Email,50,17.16,19,1,35,1
William Macias,Rush-Roy,Healthcare,West,Medium,Organic,17,5.99,20,0,201,0
Johnny Burns,Thompson-Best,Healthcare,North,Medium,Email,29,24.54,13,1,116,1
Jennifer Acevedo,"Lopez, Hicks and Greene",Healthcare,West,Medium,Webinar,42,28.84,6,1,2,1
Charles Green,Nguyen PLC,Education,West,Small,Webinar,17,27.52,15,1,100,1
Jason Morales,George Ltd,Healthcare,South,Medium,Webinar,43,7.12,5,0,308,0
Rose Beasley,Reynolds PLC,Education,East,Large,Ads,39,17.34,17,1,230,1
Rachel Price,Butler-Wilson,Education,North,Large,Email,37,5.73,18,0,44,1
Brandon Clark,"Bartlett, Cook and Casey",Finance,West,Large,Ads,24,16.49,19,1,121,1
Erin Mullins,"Mcdowell, Warren and Hoffman",Finance,East,Large,Email,24,5.18,11,0,264,1
William Arroyo,Cervantes PLC,Healthcare,West,Medium,Ads,12,1.09,11,0,270,1
Tyrone Davis,"Zimmerman, Wyatt and Baker",IT,West,Medium,Ads,30,10.07,19,0,135,0
Melissa Ramos,"Watson, Escobar and Miles",Retail,South,Small,Webinar,47,8.18,3,1,334,0
Marc Cobb,Stevens-Boyle,Finance,South,Small,Webinar,29,6.82,5,1,182,1
John Young,Hoover-Rose,IT,East,Small,Webinar,47,17.22,4,1,136,0
Andrew Steele,Burke-Weiss,IT,South,Medium,Organic,37,3.87,3,1,114,1
Theodore Baker,Medina-Carney,Retail,East,Small,Organic,15,5.92,6,0,189,1
Susan Curtis,Alvarez-Copeland,Retail,South,Small,Ads,14,7.97,20,1,114,1
Peter Mack,Hughes Ltd,Healthcare,North,Medium,Ads,42,23.67,6,0,206,0
Michael Wilson,"Martinez, Brock and Lang",Education,South,Small,Webinar,40,1.03,3,1,256,1
Lisa Anderson,Allen-Collier,Finance,South,Large,Ads,1,2.11,1,0,314,1
Mrs. Amber Romero,Diaz Group,Education,North,Large,Ads,33,29.29,11,1,264,1
Matthew Patterson,"Schwartz, Camacho and Wilson",Education,East,Large,Organic,48,13.44,14,0,236,1
David Mitchell,Carrillo-Pearson,Healthcare,West,Medium,Email,34,9.1,2,1,144,0
Karen Clark,Diaz Inc,Education,West,Large,Webinar,13,4.15,8,0,217,0
Andrea Guzman,"Moore, Roberts and Moore",Finance,East,Medium,Email,5,16.13,14,1,331,0
Emily Gray,Harrison-Grimes,Finance,East,Small,Webinar,48,2.17,18,1,103,1
Erin Martin,"Short, Benton and Edwards",IT,North,Large,Ads,30,17.82,15,0,186,1
Jason Gomez,"Allen, Hart and Houston",Education,North,Medium,Ads,18,20.9,3,1,61,0
Jonathan Flores,Love-Grimes,Finance,North,Large,Ads,28,22.92,12,0,344,1
Teresa Collins,Bauer Group,IT,West,Medium,Email,42,14.08,12,1,322,1
Kristi Norris,"Lopez, Diaz and Norris",Healthcare,North,Small,Ads,4,25.77,2,0,324,0
Rhonda Newman,Jenkins-Rice,Education,East,Large,Email,12,12.58,16,1,8,1
Michele Harmon,Stone Group,IT,South,Small,Webinar,48,5.38,3,1,118,1
Keith Stewart,"Gonzalez, Harmon and Martinez",Retail,West,Medium,Organic,22,25.05,6,0,22,0
Amy Vasquez,"Miller, Rice and Solomon",Healthcare,West,Large,Email,28,5.73,10,0,271,0
Tonya Gibson,"Day, Flores and James",Finance,South,Small,Organic,13,12.31,12,0,270,0
Theodore Dawson,Nguyen-Stuart,Education,North,Small,Webinar,40,8.95,4,0,4,0
Ana Turner,Dean-Carter,Retail,West,Medium,Webinar,12,23.69,10,0,278,0
Thomas Sparks,"Guerrero, Davis and Henderson",Finance,South,Small,Webinar,48,18.36,16,0,76,0
Megan Sullivan,"David, Cuevas and Jones",Healthcare,East,Small,Ads,14,1.48,9,1,50,1
Heather Hammond,"Fletcher, Cruz and Alvarez",IT,West,Small,Ads,25,24.94,2,1,350,1
Debra Herring,Alvarado Inc,Education,South,Medium,Ads,25,12.89,16,0,246,1
Julie Brown,"Henson, Moore and Acosta",Education,South,Large,Organic,40,20.26,4,0,140,0
Jason Stewart,"Wright, Abbott and Reed",Retail,West,Small,Organic,30,15.19,7,0,121,1
Alexis Kim,Jackson and Sons,IT,North,Small,Ads,23,26.61,17,1,216,1
Kim Campos,Townsend LLC,Healthcare,East,Small,Organic,36,4.84,11,0,132,0
Danielle Campbell,Saunders-Pineda,Education,South,Medium,Email,34,3.75,6,0,361,0
Lori Jimenez,"Miller, Richardson and Molina",Finance,South,Small,Ads,27,5.8,14,1,184,1
Alexandra Flores,Taylor and Sons,IT,South,Small,Webinar,22,7.15,20,1,323,1
Anthony Thompson,Cooke Group,Retail,East,Medium,Ads,50,13.58,17,1,290,1
Rachel Richardson,Jackson Group,IT,East,Medium,Webinar,21,1.19,2,1,203,1
Timothy Hanson,"Schmitt, Nelson and Perez",Education,West,Medium,Email,6,17.01,18,1,334,0
Eric Murphy,Ho-Kaufman,Finance,West,Large,Email,45,19.89,18,0,287,1
Audrey Bennett,"Chen, Harrison and Jordan",Retail,North,Small,Organic,4,7.32,11,1,50,0
Maurice Gonzales,Peters-Guerrero,Retail,South,Small,Webinar,40,16.74,2,1,17,1
Donald Porter,Maldonado LLC,Retail,East,Large,Webinar,16,6.96,20,1,309,1
Krystal Mccann,"Bryant, Medina and Mcintyre",Retail,North,Small,Organic,29,6.2,14,0,219,1
Linda White,Acosta-Miles,Healthcare,East,Medium,Ads,47,18.84,4,0,258,1
Stephen Avila,Gross-Fisher,IT,West,Medium,Webinar,30,7.01,8,1,80,1
Bradley Anderson,"Dougherty, Stewart and Duran",Retail,North,Large,Email,36,17.24,7,1,217,1
Kristen Herrera,"Arroyo, Hall and Gonzalez",Finance,East,Small,Organic,41,1.32,9,0,38,0
Travis White,"Martin, Hull and Weaver",Retail,North,Medium,Email,18,23.91,0,0,16,1
Ronnie Jennings,Patterson-Martin,IT,South,Medium,Webinar,5,3.3,0,1,278,1
Kelly Smith,Hawkins-Price,Education,East,Small,Email,16,15.29,10,0,312,1
Jessica Salazar,Ryan-Perkins,IT,West,Small,Ads,5,9.61,15,1,336,1
Kathryn Winters,Church Ltd,Healthcare,East,Medium,Webinar,35,3.29,15,1,258,1
Kenneth James,Santos PLC,Retail,West,Large,Organic,45,28.15,1,1,168,1
Nancy Zimmerman,Molina-Beck,Finance,East,Large,Ads,7,3.66,13,1,335,0
Mariah Morrison,"Chavez, Robbins and Mosley",Finance,North,Large,Email,28,24.49,3,1,308,1
Nicholas Wilson,Chandler Group,Education,West,Large,Webinar,38,6.95,11,0,338,0
Amanda Reynolds,"Rivera, Bryant and Salazar",Healthcare,North,Large,Ads,49,5.38,6,0,100,1
John Morris,Holmes and Sons,Education,South,Small,Webinar,22,6.33,15,1,299,1
Leroy Stevens,Baxter-Stuart,IT,North,Medium,Organic,15,4.52,11,0,62,0
Deborah Herrera,Garcia-Luna,IT,West,Medium,Email,2,7.46,15,1,102,0
Heather Sherman,"Jones, Thompson and Ramos",Retail,East,Medium,Email,25,18.93,2,1,145,1
Maria Smith,Powell-Burgess,Healthcare,East,Medium,Webinar,41,1.44,7,0,197,0
Michael Salazar,Jones Ltd,Healthcare,East,Medium,Organic,44,15.12,15,0,17,0
Loretta Bell,Williams-Roberts,Retail,North,Small,Email,38,8.88,6,1,360,1
Lisa Harris,"Woods, Graham and Morgan",IT,West,Small,Email,2,14.69,2,1,224,0
Sandra Lopez,Williamson-Chung,Education,North,Large,Ads,35,26.68,20,1,97,1
Mathew Brown,"Mcclain, Lee and Ramirez",Healthcare,West,Large,Webinar,11,11.03,17,1,284,1
Dr. Brittany Baker,Fowler and Sons,IT,North,Small,Organic,27,4.15,11,0,62,1
Mike Smith,Walsh-Washington,Retail,East,Small,Email,21,16.29,19,1,180,1
Olivia Perry,Gray-Clark,Retail,East,Medium,Ads,46,11.93,11,1,349,1
Patricia Gibson,"Martinez, Ross and Payne",Healthcare,South,Large,Webinar,38,3.21,5,1,34,1
Trevor Taylor,"Aguilar, Bush and Jones",IT,East,Medium,Webinar,20,24.68,14,0,96,0
Keith Mejia,Brown-Gonzalez,Finance,North,Small,Webinar,3,16.23,11,1,94,1
Robert Villa,"Williams, Porter and Edwards",Retail,South,Small,Email,12,15.01,6,0,77,0
Jacob Anderson,Good Inc,Education,South,Medium,Webinar,11,24.31,8,1,170,1
Darren Bray,Anderson-Ortiz,Finance,West,Medium,Organic,28,8.42,1,1,256,1
Samuel Holder,Gonzalez-Miller,Retail,West,Medium,Organic,27,24.01,9,1,151,1
Karen Carpenter,"Francis, Morris and Griffith",Education,East,Medium,Ads,22,22.53,20,1,113,1
Douglas Scott,"Rowland, Gallagher and Morales",Finance,West,Large,Ads,30,5.35,7,0,73,1
Vickie Trujillo,Smith-Hale,Retail,South,Small,Email,16,14.7,5,0,16,1
Ryan Franklin,"Spears, Williams and Clark",Education,South,Medium,Organic,33,9.36,14,1,132,1
Lisa Hart,"King, Phelps and Church",IT,South,Large,Organic,21,9,14,0,356,0
Linda Roberson,Diaz PLC,Healthcare,East,Large,Ads,22,16.25,7,1,275,1
Darren Wheeler,Allen-Mcdonald,Healthcare,East,Small,Ads,20,12.97,0,0,1,1
Mrs. Leslie Roberts,Owens and Sons,IT,East,Large,Email,45,10.82,9,1,167,1
Wayne Gross,Perez-Reyes,Education,North,Small,Organic,44,4.18,17,0,121,1
Jessica Rivera,Reed-Thomas,IT,East,Small,Ads,15,14.84,13,1,322,1
Brandon Johnson,Coffey LLC,Finance,East,Medium,Organic,42,7.83,5,1,3,0
Edward Moreno,Johnson-Stewart,Healthcare,West,Large,Organic,42,17.82,11,0,91,1
Mario Ramirez,Johnson-Singh,Education,North,Large,Ads,4,29.53,17,0,321,0
Brian Rivera DVM,Watson-Moore,Education,South,Small,Webinar,36,14.7,3,1,106,1
Brittany Lynch,Daniels Ltd,Finance,North,Large,Organic,31,18.78,2,1,30,0
Kaitlyn Campos,Sullivan-Davis,Healthcare,South,Small,Ads,11,8.44,16,0,353,0
Jennifer White,"Marquez, Cooper and Young",Finance,East,Medium,Organic,25,23.12,12,1,168,1
Steven Rios,Greene-Tucker,Healthcare,North,Large,Email,11,11.88,5,1,120,0
Teresa Ramirez,Hurst and Sons,Education,East,Small,Ads,39,11.2,6,0,249,0
Jon Gonzalez,"Serrano, Richardson and Stephens",Education,North,Small,Webinar,26,12.85,16,1,57,1
Mary Rivera,Fisher PLC,Retail,East,Medium,Organic,44,23.75,5,0,82,1
Sean Harris,"Baker, Fischer and Fitzpatrick",Education,South,Small,Ads,28,25.85,4,1,88,0
Brian Andrews,Craig Ltd,Education,North,Medium,Organic,17,23.27,10,1,182,1
Mr. Miguel Parker,Salinas-Calhoun,Finance,East,Large,Organic,4,16.78,7,0,201,0
Miguel Thompson,Smith Group,Finance,South,Large,Webinar,11,5.07,15,1,42,1
Jessica Ramos,"Leach, Norton and Thompson",Healthcare,South,Large,Email,45,5.2,4,1,232,0
Veronica Orozco,Rodriguez-Torres,Retail,North,Small,Ads,31,13.62,8,1,236,1
Mathew Flynn,Green-Thomas,Retail,South,Medium,Organic,21,8.84,14,1,349,1
Casey Smith Jr.,Rodriguez Ltd,Finance,West,Medium,Ads,12,16.01,10,0,162,1
Glenn Ryan,Anderson Ltd,IT,South,Small,Webinar,24,3.71,14,1,34,1
Bobby Webster,"Peterson, Quinn and Sullivan",IT,South,Large,Organic,15,8.39,10,0,333,0
Laura Anderson,"Holt, Hughes and Bailey",Healthcare,West,Medium,Ads,36,2.59,4,0,343,0
Kimberly Cox,Richardson-Wall,Retail,South,Large,Webinar,43,18.75,12,0,81,0
Kaylee Villarreal,"Walker, Smith and Williams",IT,East,Medium,Email,45,25.45,15,0,242,1
Maria Hess,"Collins, Rogers and Moore",Education,South,Small,Email,3,2.03,13,1,142,0
Deanna Fox,Padilla LLC,Education,South,Large,Organic,9,25.68,8,1,351,1
